,Description,Category,Duration (seconds),URL
0,South American parrot talking and screeching.,,196,http://bbcsfx.acropolis.org.uk/assets/07034176.wav
1,'Cock-a-doodle-doo' ships' sirens sounded.,,27,http://bbcsfx.acropolis.org.uk/assets/07018111.wav
2,"'Hip hip hooray', 50 people, 20-30 years old. (Interior.)",,9,http://bbcsfx.acropolis.org.uk/assets/07018050.wav
3,'Mama' doll.,,60,http://bbcsfx.acropolis.org.uk/assets/07036142.wav
4,'Mama' doll.,,55,http://bbcsfx.acropolis.org.uk/assets/07036141.wav
5,'Mama' doll.,,49,http://bbcsfx.acropolis.org.uk/assets/07036140.wav
6,'Snow' surface grinder operating at steel works 1969.,,132,http://bbcsfx.acropolis.org.uk/assets/07046076.wav
7,"'Suzy Sing-a-Song' Singing Doll Record, ""Frere Jacques"".",,30,http://bbcsfx.acropolis.org.uk/assets/07036115.wav
8,"'Suzy Sing-a-Song' Singing Doll Record, ""It's raining it's pouring""/""Round and round the garden"".",,30,http://bbcsfx.acropolis.org.uk/assets/07036114.wav
9,"'Suzy Sing-a-Song' Singing Doll Record, ""Oranges and Lemons"".",,36,http://bbcsfx.acropolis.org.uk/assets/07036113.wav
10,"'Suzy Sing-a-Song' Singing Doll Record, ""Polly put the kettle on""/""Grand old Duke of York"".",,35,http://bbcsfx.acropolis.org.uk/assets/07036116.wav
11,"'Suzy Sing-a-Song' Singing Doll Record, spoken phrases.",,43,http://bbcsfx.acropolis.org.uk/assets/07036118.wav
12,"'Suzy Sing-a-Song' Singing Doll Record, tongue twister said twice.",,37,http://bbcsfx.acropolis.org.uk/assets/07036117.wav
13,.303 Rifle firing.,,67,http://bbcsfx.acropolis.org.uk/assets/07034204.wav
14,.303 Rifle firing.,,34,http://bbcsfx.acropolis.org.uk/assets/07034203.wav
15,.303 Rifle firing.,,24,http://bbcsfx.acropolis.org.uk/assets/07034202.wav
16,1 person clambering over loose debris.,,92,http://bbcsfx.acropolis.org.uk/assets/07004181.wav
17,1 stroke on cymbals.,,10,http://bbcsfx.acropolis.org.uk/assets/07011236.wav
18,1 stroke on cymbals.,,9,http://bbcsfx.acropolis.org.uk/assets/07011235.wav
19,1 strokes on a medium gong.,,19,http://bbcsfx.acropolis.org.uk/assets/07011233.wav
20,"10-ton Travelling Crane, hoist traverses shop floor. (Recorded in cab.)",,179,http://bbcsfx.acropolis.org.uk/assets/07032352.wav
21,"100 men, prolonged cheer.",,15,http://bbcsfx.acropolis.org.uk/assets/07035069.wav
22,"100 men, prolonged cheer.",,15,http://bbcsfx.acropolis.org.uk/assets/07035068.wav
23,"100 men, single cheer.",,15,http://bbcsfx.acropolis.org.uk/assets/07035072.wav
24,"100 men, single cheer.",,9,http://bbcsfx.acropolis.org.uk/assets/07035071.wav
25,"100 men, single cheer.",,12,http://bbcsfx.acropolis.org.uk/assets/07035070.wav
26,"100 men, single cheer.",,12,http://bbcsfx.acropolis.org.uk/assets/07035067.wav
27,"100 men, single cheer.",,7,http://bbcsfx.acropolis.org.uk/assets/07035066.wav
28,100 muskets firing continuously. (Studio recording.),,125,http://bbcsfx.acropolis.org.uk/assets/07032245.wav
29,100 rifles firing rapidly. (Studio recording.),,123,http://bbcsfx.acropolis.org.uk/assets/07032242.wav
30,"105mm shells fired, with vehicle noise & some voices in background.",,41,http://bbcsfx.acropolis.org.uk/assets/07034186.wav
31,12 months old; laughing & trying to talk (baby boy),,204,http://bbcsfx.acropolis.org.uk/assets/07011210.wav
32,"12 week-old baby girl, fretful cries.",,65,http://bbcsfx.acropolis.org.uk/assets/07007085.wav
33,"12 week-old baby girl, gurgles with cough at end.",,118,http://bbcsfx.acropolis.org.uk/assets/07007086.wav
34,"12-bore Shotgun, load & single shot.",,11,http://bbcsfx.acropolis.org.uk/assets/07030098.wav
35,"12-bore Shotgun, load, shot & cartridge ejected.",,21,http://bbcsfx.acropolis.org.uk/assets/07030099.wav
36,"12-bore Shotgun, single shot.",,7,http://bbcsfx.acropolis.org.uk/assets/07030094.wav
37,"12-bore Shotgun, single shot. (Close perspective recording.)",,6,http://bbcsfx.acropolis.org.uk/assets/07030095.wav
38,"12-bore Shotgun, single shot. (Distant perspective recording.)",,6,http://bbcsfx.acropolis.org.uk/assets/07030096.wav
39,"12-bore Shotgun, three shots. (Distant perspective recording.)",,11,http://bbcsfx.acropolis.org.uk/assets/07030097.wav
40,120mm Tank Gun firing 4 times. (Recorded outside tank.),,27,http://bbcsfx.acropolis.org.uk/assets/07034208.wav
41,120mm Tank Gun firing. (Recorded inside tank.),,21,http://bbcsfx.acropolis.org.uk/assets/07034207.wav
42,125cc machines at Isle of Man Tourist Trophy Races. Atmosphere in pits before start.,,128,http://bbcsfx.acropolis.org.uk/assets/07000056.wav
43,125cc machines at Isle of Man Tourist Trophy Races. Passing grandstand,,134,http://bbcsfx.acropolis.org.uk/assets/07000058.wav
44,125cc machines at Isle of Man Tourist Trophy Races. Starting in pairs at 10sec. intervals,,143,http://bbcsfx.acropolis.org.uk/assets/07000057.wav
45,14 month old; Chatting to himself (baby boy),,116,http://bbcsfx.acropolis.org.uk/assets/07011212.wav
46,14 month old; Playing contentedly (baby boy),,138,http://bbcsfx.acropolis.org.uk/assets/07011213.wav
47,"14 week-old baby girl, grizzles and cries whilst trying to sleep.",,126,http://bbcsfx.acropolis.org.uk/assets/07007088.wav
48,"14 week-old baby girl, gurgles and coos.",,67,http://bbcsfx.acropolis.org.uk/assets/07007087.wav
49,15 month old baby girl. Crying,,132,http://bbcsfx.acropolis.org.uk/assets/07007125.wav
50,15 month old baby girl. Saying 'beh-beh',,59,http://bbcsfx.acropolis.org.uk/assets/07007123.wav
51,15 month old baby girl. Singing and playing with toys.,,100,http://bbcsfx.acropolis.org.uk/assets/07007122.wav
52,15 month old baby girl. Squeals of delight,,52,http://bbcsfx.acropolis.org.uk/assets/07007124.wav
53,"16 foot, 40 h.p. engine - constant run.",,396,http://bbcsfx.acropolis.org.uk/assets/07010102.wav
54,"16 foot, 40 h.p. engine - departing. (Exterior)",,35,http://bbcsfx.acropolis.org.uk/assets/07010110.wav
55,"16 foot, 40 h.p. engine - departing. (Exterior)",,38,http://bbcsfx.acropolis.org.uk/assets/07010105.wav
56,"16 foot, 40 h.p. engine - passing at speed. (Exterior)",,30,http://bbcsfx.acropolis.org.uk/assets/07010111.wav
57,"16 foot, 40 h.p. engine - passing.",,46,http://bbcsfx.acropolis.org.uk/assets/07010106.wav
58,"16 foot, 40 h.p. engine - pull up to stop. (Exterior or interior)",,40,http://bbcsfx.acropolis.org.uk/assets/07010103.wav
59,"16 foot, 40 h.p. engine - pull up to stop. (Forward position)",,36,http://bbcsfx.acropolis.org.uk/assets/07010108.wav
60,"16 foot, 40 h.p. engine - tickover.",,123,http://bbcsfx.acropolis.org.uk/assets/07010109.wav
61,"16 foot, 40 h.p. engine - tickover.",,184,http://bbcsfx.acropolis.org.uk/assets/07010104.wav
62,"16 foot, 40 h.p. engine, constant run with bow wave. (Forward position)",,399,http://bbcsfx.acropolis.org.uk/assets/07010107.wav
63,"16 week old baby girl, cooing, gurgling etc.",,122,http://bbcsfx.acropolis.org.uk/assets/07007089.wav
64,16mm RCA cine projector. Hand rewind.,,64,http://bbcsfx.acropolis.org.uk/assets/07004205.wav
65,16mm RCA cine projector. Power rewind.,,98,http://bbcsfx.acropolis.org.uk/assets/07004206.wav
66,16mm RCA cine projector. Running badly (machine faulty),,49,http://bbcsfx.acropolis.org.uk/assets/07004208.wav
67,16mm RCA cine projector. Running without spools.,,90,http://bbcsfx.acropolis.org.uk/assets/07004207.wav
68,"16mm RCA cine projector. Start, run, stop.",,351,http://bbcsfx.acropolis.org.uk/assets/07004204.wav
69,16mm RCA cine projector. Threading film and short test run.,,58,http://bbcsfx.acropolis.org.uk/assets/07004203.wav
70,"17-bore Twin-barrel Shotgun, both barrels fired. (Shotgun c. 1870.)",,8,http://bbcsfx.acropolis.org.uk/assets/07030104.wav
71,"17-bore Twin-barrel Shotgun, both barrels fired. (Shotgun c. 1870.)",,6,http://bbcsfx.acropolis.org.uk/assets/07030103.wav
72,"17-bore Twin-barrel Shotgun, first barrel fired. (Shotgun c. 1870.)",,6,http://bbcsfx.acropolis.org.uk/assets/07030101.wav
73,"17-bore Twin-barrel Shotgun, powder & shot poured in, rammed. (Shotgun c. 1870.)",,66,http://bbcsfx.acropolis.org.uk/assets/07030100.wav
74,"17-bore Twin-barrel Shotgun, second barrel fired. (Shotgun c. 1870.)",,6,http://bbcsfx.acropolis.org.uk/assets/07030102.wav
75,"17-bore Twin-barrel Shotgun, two guns firing both barrels. (Shotgun c. 1870.)",,12,http://bbcsfx.acropolis.org.uk/assets/07030105.wav
76,175mm gun fires issue of bearings.,,22,http://bbcsfx.acropolis.org.uk/assets/07010151.wav
77,"175mm gun fires, with orders.",,8,http://bbcsfx.acropolis.org.uk/assets/07010150.wav
78,175mm gun fires.,,7,http://bbcsfx.acropolis.org.uk/assets/07010149.wav
79,18 month old baby girl. Crying,,113,http://bbcsfx.acropolis.org.uk/assets/07007128.wav
80,18 month old baby girl. Crying,,179,http://bbcsfx.acropolis.org.uk/assets/07007127.wav
81,18 month old baby girl. Looking at picture book.,,182,http://bbcsfx.acropolis.org.uk/assets/07007126.wav
82,18 month old baby girl. Protesting at having face washed,,255,http://bbcsfx.acropolis.org.uk/assets/07007129.wav
83,"18 week old baby girl, cooing and gurgling.",,136,http://bbcsfx.acropolis.org.uk/assets/07007090.wav
84,"18 week old baby girl, gurgling becoming irritable.",,106,http://bbcsfx.acropolis.org.uk/assets/07007091.wav
85,1960 Fruit Machine operating.,,127,http://bbcsfx.acropolis.org.uk/assets/07032188.wav
86,"1966 F.A. Cup Final, double cheer. (Everton v Sheffield Wednesday, Wembley Stadium.)",,22,http://bbcsfx.acropolis.org.uk/assets/07013102.wav
87,"1966 F.A. Cup Final, frustrated crowd. (Everton v Sheffield Wednesday, Wembley Stadium.)",,47,http://bbcsfx.acropolis.org.uk/assets/07013098.wav
88,"1966 F.A. Cup final, general atmosphere with constant crowd background and highlights. (Everton v Sheffield Wednesday, Wembley Stadium.)",,401,http://bbcsfx.acropolis.org.uk/assets/07013090.wav
89,"1966 F.A. Cup final, general atmosphere with highlights. (Everton v Sheffield Wednesday, Wembley Stadium.)",,447,http://bbcsfx.acropolis.org.uk/assets/07013089.wav
90,"1966 F.A. Cup Final, goal attempt. (Everton v Sheffield Wednesday, Wembley Stadium.)",,28,http://bbcsfx.acropolis.org.uk/assets/07013096.wav
91,"1966 F.A. Cup Final, goal scored. (Everton v Sheffield Wednesday, Wembley Stadium.)",,45,http://bbcsfx.acropolis.org.uk/assets/07013094.wav
92,"1966 F.A. Cup Final, goal scored. (Everton v Sheffield Wednesday, Wembley Stadium.)",,33,http://bbcsfx.acropolis.org.uk/assets/07013093.wav
93,"1966 F.A. Cup Final, goal scored. (Everton v Sheffield Wednesday, Wembley Stadium.)",,34,http://bbcsfx.acropolis.org.uk/assets/07013092.wav
94,"1966 F.A. Cup Final, goal scored. (Everton v Sheffield Wednesday, Wembley Stadium.)",,27,http://bbcsfx.acropolis.org.uk/assets/07013091.wav
95,"1966 F.A. Cup Final, half-time whistle. (Everton v Sheffield Wednesday, Wembley Stadium.)",,30,http://bbcsfx.acropolis.org.uk/assets/07013099.wav
96,"1966 F.A. Cup Final, infringement. (Everton v Sheffield Wednesday, Wembley Stadium.)",,12,http://bbcsfx.acropolis.org.uk/assets/07013100.wav
97,"1966 F.A. Cup Final, near miss. (Everton v Sheffield Wednesday, Wembley Stadium.)",,21,http://bbcsfx.acropolis.org.uk/assets/07013095.wav
98,"1966 F.A. Cup Final, off-side. (Everton v Sheffield Wednesday, Wembley Stadium.)",,23,http://bbcsfx.acropolis.org.uk/assets/07013101.wav
99,"1966 F.A. Cup Final, whistle and boos. (Everton v Sheffield Wednesday, Wembley Stadium.)",,33,http://bbcsfx.acropolis.org.uk/assets/07013097.wav
100,1d. Chocolate Machine.,,10,http://bbcsfx.acropolis.org.uk/assets/07032205.wav
101,1d. in slot of a pre-war Weighing Machine.,,12,http://bbcsfx.acropolis.org.uk/assets/07032209.wav
102,"2 1/4 year old baby girl, talking nonsense and asking questions.",,399,http://bbcsfx.acropolis.org.uk/assets/07007135.wav
103,2 3/4 year old baby girl. Reciting nonsense nursery rhymes; ends with farewells,,374,http://bbcsfx.acropolis.org.uk/assets/07007139.wav
104,2 3/4 year old baby girl. Saying 'please' and 'thank you',,8,http://bbcsfx.acropolis.org.uk/assets/07007136.wav
105,"2 3/4 year old baby girl. Talking nonsense, looking at picture book",,337,http://bbcsfx.acropolis.org.uk/assets/07007138.wav
106,"2 3/4 year old baby girl. Talking nonsense, playing with toys",,325,http://bbcsfx.acropolis.org.uk/assets/07007137.wav
107,2 people clambering over loose debris.,,106,http://bbcsfx.acropolis.org.uk/assets/07004182.wav
108,2 people in ski boots walking down snow slope.,,88,http://bbcsfx.acropolis.org.uk/assets/07004183.wav
109,2 people in ski boots walking up snow slope.,,106,http://bbcsfx.acropolis.org.uk/assets/07004184.wav
110,2 small splashes.,,10,http://bbcsfx.acropolis.org.uk/assets/07004263.wav
111,2 year old baby girl. Chattering,,117,http://bbcsfx.acropolis.org.uk/assets/07007134.wav
112,2 year old baby girl. Crying,,124,http://bbcsfx.acropolis.org.uk/assets/07007132.wav
113,2 year old baby girl. Giggling,,121,http://bbcsfx.acropolis.org.uk/assets/07007133.wav
114,"2 year old baby girl. Looking at picture book, pages turned",,236,http://bbcsfx.acropolis.org.uk/assets/07007131.wav
115,2 year old baby girl. Talking and crying.,,162,http://bbcsfx.acropolis.org.uk/assets/07007130.wav
116,20 cwt Massey drop hammer.,,75,http://bbcsfx.acropolis.org.uk/assets/07046097.wav
117,20 week old baby girl. Tired and irritable crying.,,245,http://bbcsfx.acropolis.org.uk/assets/07007093.wav
118,20 week old baby girl. Very irritable crying.,,136,http://bbcsfx.acropolis.org.uk/assets/07007092.wav
119,200 year old village pump filling bucket with water.,,33,http://bbcsfx.acropolis.org.uk/assets/07004260.wav
120,20ft waterfall in a cave. (Recorded from bottom of fall.),,123,http://bbcsfx.acropolis.org.uk/assets/07033104.wav
121,20ft waterfall in a cave. (Recorded from top.),,122,http://bbcsfx.acropolis.org.uk/assets/07033103.wav
122,"22 week old baby girl, Cooing, laughing and sucking thumb.",,188,http://bbcsfx.acropolis.org.uk/assets/07007094.wav
123,22 week old baby girl. Crying in temper.,,185,http://bbcsfx.acropolis.org.uk/assets/07007095.wav
124,22 week old baby girl. Tantrums when toys are taken,,119,http://bbcsfx.acropolis.org.uk/assets/07007120.wav
125,22 week old baby girl. Trying to talk and playing with toys.,,122,http://bbcsfx.acropolis.org.uk/assets/07007119.wav
126,22 week old baby girl. Trying to talk.,,128,http://bbcsfx.acropolis.org.uk/assets/07007121.wav
127,24 men and women cheering. (Farcical.),,9,http://bbcsfx.acropolis.org.uk/assets/07018022.wav
128,25-pounder Guns fired..,,93,http://bbcsfx.acropolis.org.uk/assets/07034191.wav
129,25-ton Mobile Crane operating.,,193,http://bbcsfx.acropolis.org.uk/assets/07032345.wav
130,"26 week old baby girl, distressed crying.",,105,http://bbcsfx.acropolis.org.uk/assets/07007096.wav
131,"26 week old baby girl, gurgling, laughing and hiccoughing.",,105,http://bbcsfx.acropolis.org.uk/assets/07007097.wav
132,"28 week old baby girl, gurgling and blowing bubbles",,149,http://bbcsfx.acropolis.org.uk/assets/07007098.wav
133,"29 week old baby girl, teething.",,135,http://bbcsfx.acropolis.org.uk/assets/07007099.wav
134,2d. Chocolate Machine.,,11,http://bbcsfx.acropolis.org.uk/assets/07032206.wav
135,2d. in slot Football Game.,,35,http://bbcsfx.acropolis.org.uk/assets/07032203.wav
136,2d. in slot Race Game.,,16,http://bbcsfx.acropolis.org.uk/assets/07032202.wav
137,3 cymbal taps.,,18,http://bbcsfx.acropolis.org.uk/assets/07011234.wav
138,"3 month old baby girl, irritable.",,97,http://bbcsfx.acropolis.org.uk/assets/07011218.wav
139,3 small splashes.,,10,http://bbcsfx.acropolis.org.uk/assets/07004264.wav
140,3-month old piglets.,,122,http://bbcsfx.acropolis.org.uk/assets/07012165.wav
141,30 cwt Massey drop hammer & 5 cwt power hammer.,,75,http://bbcsfx.acropolis.org.uk/assets/07046098.wav
142,"30 week old baby girl, sitting, playing quietly, blowing bubbles.",,182,http://bbcsfx.acropolis.org.uk/assets/07007100.wav
143,"32 week old baby girl, saying 'ba-ba-ba'",,155,http://bbcsfx.acropolis.org.uk/assets/07007101.wav
144,34 week old baby girl saying 'da-da-da',,208,http://bbcsfx.acropolis.org.uk/assets/07007102.wav
145,"34 week old baby girl, playing and trying to talk.",,192,http://bbcsfx.acropolis.org.uk/assets/07007106.wav
146,"34 week old baby girl, uncertain gurgling.",,44,http://bbcsfx.acropolis.org.uk/assets/07007103.wav
147,"35 week old baby girl, playing and trying to talk. (Saying 'mum-mum-mum')",,199,http://bbcsfx.acropolis.org.uk/assets/07007107.wav
148,350cc machines at Isle of Man Tourist Trophy Races - Junior T.T. Atmosphere in pits before start.,,136,http://bbcsfx.acropolis.org.uk/assets/07000059.wav
149,350cc machines at Isle of Man Tourist Trophy Races - Junior T.T. Passing at Quarter Bridge,,85,http://bbcsfx.acropolis.org.uk/assets/07000062.wav
150,350cc machines at Isle of Man Tourist Trophy Races - Junior T.T. Passing grandstand,,81,http://bbcsfx.acropolis.org.uk/assets/07000061.wav
151,350cc machines at Isle of Man Tourist Trophy Races - Junior T.T. Starting in pairs at 10 sec. intervals before start.,,110,http://bbcsfx.acropolis.org.uk/assets/07000060.wav
152,"36 week old baby girl, crying at bedtime.",,95,http://bbcsfx.acropolis.org.uk/assets/07007104.wav
153,"36 week old baby girl, gurgling and hiccoughing.",,177,http://bbcsfx.acropolis.org.uk/assets/07007105.wav
154,3d piece issued as change on one-man bus. (London Transport bus.),,6,http://bbcsfx.acropolis.org.uk/assets/07013151.wav
155,"3d piece issued as change, one-man operated red Central buses.",,5,http://bbcsfx.acropolis.org.uk/assets/07046010.wav
156,"3rd Class Single Deck Bus, run through traffic with starts & stops, with ticket machine.",,169,http://bbcsfx.acropolis.org.uk/assets/07070194.wav
157,"4 Minute Warning alert, massed sirens. (Futuristic Spot Effect.)",,28,http://bbcsfx.acropolis.org.uk/assets/07043248.wav
158,"4 Minute Warning alert, two cycles, (High pitch.) (Futuristic Spot Effect.)",,8,http://bbcsfx.acropolis.org.uk/assets/07043247.wav
159,"4 Minute Warning alert, two cycles. (Futuristic Spot Effect.)",,8,http://bbcsfx.acropolis.org.uk/assets/07043246.wav
160,"4 month old baby girl, laughing.",,69,http://bbcsfx.acropolis.org.uk/assets/07011220.wav
161,"4-Stroke Rotary Lawn Mower, false starts.",,36,http://bbcsfx.acropolis.org.uk/assets/07032285.wav
162,"4-Stroke Rotary Motor Lawn Mower, start up, continuous run..",,250,http://bbcsfx.acropolis.org.uk/assets/07032288.wav
163,"4-Stroke Rotary Motor Lawn Mower, start, tickover.",,63,http://bbcsfx.acropolis.org.uk/assets/07032286.wav
164,"4-Stroke Rotary Motor Lawn Mower, stops.",,14,http://bbcsfx.acropolis.org.uk/assets/07032289.wav
165,"4-Stroke Rotary Motor Lawn Mower, stops.",,14,http://bbcsfx.acropolis.org.uk/assets/07032287.wav
166,"40 week old baby girl, fretful.",,71,http://bbcsfx.acropolis.org.uk/assets/07007110.wav
167,"40 week old baby girl, hiccoughs, becoming irritable.",,93,http://bbcsfx.acropolis.org.uk/assets/07007109.wav
168,"40 week old baby girl, playing and shouting.",,97,http://bbcsfx.acropolis.org.uk/assets/07007108.wav
169,40ft waterfall in a cave.,,124,http://bbcsfx.acropolis.org.uk/assets/07033098.wav
170,40ft waterfall in a cave. (Recorded at the top from distance of 15 feet.),,124,http://bbcsfx.acropolis.org.uk/assets/07033101.wav
171,40ft waterfall in a cave. (Recorded from bottom of fall.),,123,http://bbcsfx.acropolis.org.uk/assets/07033102.wav
172,40ft waterfall in a cave. (Recorded from top.),,122,http://bbcsfx.acropolis.org.uk/assets/07033099.wav
173,40ft waterfall in a cave. (Recorded from top.),,124,http://bbcsfx.acropolis.org.uk/assets/07033097.wav
174,40mm Bofors Gun shells bursting. (Anti-aircraft guns in use from c. 1930s onwards.),,56,http://bbcsfx.acropolis.org.uk/assets/07034187.wav
175,"43 week old baby girl, playing.",,78,http://bbcsfx.acropolis.org.uk/assets/07007111.wav
176,"44 weeks old baby girl, playing",,128,http://bbcsfx.acropolis.org.uk/assets/07007112.wav
177,"45 week old baby girl, playing",,119,http://bbcsfx.acropolis.org.uk/assets/07007113.wav
178,450 budgerigars & canaries in a show.,,199,http://bbcsfx.acropolis.org.uk/assets/07034174.wav
179,"46 week old baby girl, playing",,118,http://bbcsfx.acropolis.org.uk/assets/07007114.wav
180,"48 week old baby girl, in temper.",,145,http://bbcsfx.acropolis.org.uk/assets/07007115.wav
181,5 cwt Massey power hammer.,,36,http://bbcsfx.acropolis.org.uk/assets/07046096.wav
182,"5 month old baby girl, contented.",,124,http://bbcsfx.acropolis.org.uk/assets/07011221.wav
183,5 strokes on a large gong.,,52,http://bbcsfx.acropolis.org.uk/assets/07011232.wav
184,5-month old piglets.,,361,http://bbcsfx.acropolis.org.uk/assets/07012166.wav
185,5-month old puppy whining. (Species unknown.),,171,http://bbcsfx.acropolis.org.uk/assets/07020113.wav
186,"5.5-inch Guns, single shots fired.",,58,http://bbcsfx.acropolis.org.uk/assets/07034197.wav
187,"5.6mm gas operated rifle, a section firing single shots. (Close perspective.)",,9,http://bbcsfx.acropolis.org.uk/assets/07043181.wav
188,"5.6mm gas operated rifle, a section firing single shots. (Distant perspective.)",,10,http://bbcsfx.acropolis.org.uk/assets/07043182.wav
189,"5.6mm gas operated rifle, platoon fires 200 rounds on automatic radio. (Distant perspective.)",,9,http://bbcsfx.acropolis.org.uk/assets/07043184.wav
190,"5.6mm gas operated rifle, platoon fires 200 rounds on automatic. (Close perspective.)",,9,http://bbcsfx.acropolis.org.uk/assets/07043183.wav
191,"5.6mm gas operated rifle, six single shots on targets. (Close perspective.)",,9,http://bbcsfx.acropolis.org.uk/assets/07043179.wav
192,"5.6mm gas operated rifle, six single shots on targets. (Distant perspective.)",,8,http://bbcsfx.acropolis.org.uk/assets/07043180.wav
193,5.6mm light support weapon firing. (Close perspective.),,7,http://bbcsfx.acropolis.org.uk/assets/07043185.wav
194,5.6mm light support weapon firing. (Distant perspective.),,9,http://bbcsfx.acropolis.org.uk/assets/07043186.wav
195,50 men and women cheering. (Farcical.),,16,http://bbcsfx.acropolis.org.uk/assets/07018023.wav
196,500cc machines at Isle of Man Tourist Trophy Races. Atmosphere in pits before start.,,115,http://bbcsfx.acropolis.org.uk/assets/07000067.wav
197,500cc machines at Isle of Man Tourist Trophy Races. Passing at Bradden Bridge.,,88,http://bbcsfx.acropolis.org.uk/assets/07000070.wav
198,500cc machines at Isle of Man Tourist Trophy Races. Passing grandstand.,,82,http://bbcsfx.acropolis.org.uk/assets/07000069.wav
199,500cc machines at Isle of Man Tourist Trophy Races. Starting in pairs at 10 sec. intervals.,,112,http://bbcsfx.acropolis.org.uk/assets/07000068.wav
200,50cc machines at Isle of Man Tourist Trophy Races. Atmosphere in pits before start.,,141,http://bbcsfx.acropolis.org.uk/assets/07000064.wav
201,50cc machines at Isle of Man Tourist Trophy Races. Massed start.,,38,http://bbcsfx.acropolis.org.uk/assets/07000065.wav
202,50cc machines at Isle of Man Tourist Trophy Races. Passing grandstand.,,186,http://bbcsfx.acropolis.org.uk/assets/07000066.wav
203,50cc machines at Isle of Man Tourist Trophy Races. Siren to clear track.,,12,http://bbcsfx.acropolis.org.uk/assets/07000063.wav
204,"54 week old baby girl, trying to talk.",,210,http://bbcsfx.acropolis.org.uk/assets/07007116.wav
205,56 budgerigars in a show.,,395,http://bbcsfx.acropolis.org.uk/assets/07034172.wav
206,"56 week old baby girl, playing in bath.",,209,http://bbcsfx.acropolis.org.uk/assets/07007117.wav
207,"58 week old baby girl, playing with Teddy bear with sneeze and hiccoughs.",,165,http://bbcsfx.acropolis.org.uk/assets/07007118.wav
208,6-week old piglets.,,101,http://bbcsfx.acropolis.org.uk/assets/07012162.wav
209,66mm light anti tank weapon fired. (Middle-distant perpective.),,6,http://bbcsfx.acropolis.org.uk/assets/07043198.wav
210,6d piece issued as change on one-man bus. (London Transport bus.),,6,http://bbcsfx.acropolis.org.uk/assets/07013152.wav
211,"6d piece issued as change, one-man operated red Central buses.",,5,http://bbcsfx.acropolis.org.uk/assets/07046011.wav
212,6d. Chocolate Machine.,,9,http://bbcsfx.acropolis.org.uk/assets/07032207.wav
213,7.62mm tank machine gun firing. (Recorded inside tank.),,22,http://bbcsfx.acropolis.org.uk/assets/07034209.wav
214,7.62mm tank machine gun firing. (Recorded outside tank.),,28,http://bbcsfx.acropolis.org.uk/assets/07034210.wav
215,700 people in a large hall. (Recorded in House of Lords during the opening of Parliament),,392,http://bbcsfx.acropolis.org.uk/assets/07010060.wav
216,"8-inch Guns, barrage fired.",,185,http://bbcsfx.acropolis.org.uk/assets/07034189.wav
217,"8-inch Guns, single shots fired.",,62,http://bbcsfx.acropolis.org.uk/assets/07034190.wav
218,"8-ton diesel roller approaches, rolls surface, (passing to & fro several times), departs.",,238,http://bbcsfx.acropolis.org.uk/assets/07024117.wav
219,"8-ton diesel roller starts, rolls, stops. (Rec. on roller)",,189,http://bbcsfx.acropolis.org.uk/assets/07024115.wav
220,"81mm medium mortar, firing multiple high explosive & smoke charges, explosions after 0m21s. (Distant perspective.)",,38,http://bbcsfx.acropolis.org.uk/assets/07043200.wav
221,"81mm medium mortar, firing multiple high explosive & smoke charges, explosions after 0m22s. (Recorded close to firing end.)",,39,http://bbcsfx.acropolis.org.uk/assets/07043201.wav
222,"81mm medium mortar, firing multiple high explosive charges, explosions after 0m19s. (Recorded close to firing end.)",,29,http://bbcsfx.acropolis.org.uk/assets/07043199.wav
223,84mm medium anti tank weapon fired. (Distant perpective.),,6,http://bbcsfx.acropolis.org.uk/assets/07043197.wav
224,"84mm medium anti tank weapon, two rounds of high explosive fired. (Close perspective.)",,5,http://bbcsfx.acropolis.org.uk/assets/07043196.wav
225,"9 month old, laughing and squealing. (baby boy)",,165,http://bbcsfx.acropolis.org.uk/assets/07011209.wav
226,9 week old baby girl. Cries and hiccoughs.,,124,http://bbcsfx.acropolis.org.uk/assets/07007084.wav
227,9 week old baby girl. Hiccoughs,,120,http://bbcsfx.acropolis.org.uk/assets/07007083.wav
228,9 week old baby girl. Hunger cries,,120,http://bbcsfx.acropolis.org.uk/assets/07007082.wav
229,"999 dialed, ""Emergency, which service?""",,4,http://bbcsfx.acropolis.org.uk/assets/07045242.wav
230,"A 10"" tenon saw in soft wood.",,26,http://bbcsfx.acropolis.org.uk/assets/07010190.wav
231,"A 10"" tenon saw operating across grain of hard wood.",,41,http://bbcsfx.acropolis.org.uk/assets/07010189.wav
232,A 14-inch circular saw operating in a timber yard.,,217,http://bbcsfx.acropolis.org.uk/assets/07010199.wav
233,"A 160 foot elm felled by chain saw driven by a 2-stroke motor, wedges hammered in at 4', tree falls.",,390,http://bbcsfx.acropolis.org.uk/assets/07002325.wav
234,"A 1927 Kalee 7, start, run stop. (35mm)",,192,http://bbcsfx.acropolis.org.uk/assets/07004198.wav
235,"A 1938 Ross GC sound projector, start, run, stop. (35mm)",,192,http://bbcsfx.acropolis.org.uk/assets/07004199.wav
236,"A 2 1/2 year old boy and two girls, aged 2 1/4 and 1 1/2 years old, playing with toys.",,389,http://bbcsfx.acropolis.org.uk/assets/07011216.wav
237,A 3 year old boy and 2 year old girl playing 'going shopping',,245,http://bbcsfx.acropolis.org.uk/assets/07011215.wav
