,Description,Category,Duration (seconds),URL
8218,"Supermarine Spitfire, exterior, diving with gunfire. (World War II fighter, one piston engine.)",,21,http://bbcsfx.acropolis.org.uk/assets/07017168.wav
8219,"Supermarine Spitfire, exterior, false starts. (World War II fighter, one piston engine.)",,26,http://bbcsfx.acropolis.org.uk/assets/07017162.wav
8220,"Supermarine Spitfire, exterior, landing, taxi to close-up. (World War II fighter, one piston engine.)",,70,http://bbcsfx.acropolis.org.uk/assets/07017167.wav
8221,"Supermarine Spitfire, exterior, mid-distance take off. (World War II fighter, one piston engine.)",,49,http://bbcsfx.acropolis.org.uk/assets/07017165.wav
8222,"Supermarine Spitfire, exterior, start, run up, misfire, rev up, tickover, taxi away. (World War II fighter, one piston engine.)",,179,http://bbcsfx.acropolis.org.uk/assets/07017163.wav
8223,"Supermarine Spitfire, exterior, take off. ( World War II fighter, one piston engine.)",,32,http://bbcsfx.acropolis.org.uk/assets/07017164.wav
8224,Supermarket,,29,http://bbcsfx.acropolis.org.uk/assets/00008113.wav
8225,"Supermarket atmosphere, with check-out bell (at 58s), footsteps, trolleys, voices & baskets being stacked.",,251,http://bbcsfx.acropolis.org.uk/assets/07044041.wav
8226,"Supermarket, general atmosphere at checkout positions with voices & tills (quiet).",,151,http://bbcsfx.acropolis.org.uk/assets/07040168.wav
8227,"Supermarket, general atmosphere at checkout positions with voices & tills.",,152,http://bbcsfx.acropolis.org.uk/assets/07040167.wav
8228,"Supermarket, general atmosphere with voices & staff labelling goods.",,358,http://bbcsfx.acropolis.org.uk/assets/07040166.wav
8229,Supplying cement from silo. (Some speech),,183,http://bbcsfx.acropolis.org.uk/assets/07007072.wav
8230,Surface grinder.,,72,http://bbcsfx.acropolis.org.uk/assets/07046064.wav
8231,"Swallow, song, with farmyard background.",,89,http://bbcsfx.acropolis.org.uk/assets/07045023.wav
8232,Swan Geese calls.,,86,http://bbcsfx.acropolis.org.uk/assets/07042134.wav
8233,Sweeping earth & stones.,,125,http://bbcsfx.acropolis.org.uk/assets/07032300.wav
8234,Sweeping on concrete.,,123,http://bbcsfx.acropolis.org.uk/assets/07032301.wav
8235,Swift planer operating with machine section atmosphere.,,122,http://bbcsfx.acropolis.org.uk/assets/07034237.wav
8236,Swiss Post Horn sounded.,,41,http://bbcsfx.acropolis.org.uk/assets/07037298.wav
8237,"Swiss Post Horn, trumpets sounded as a chord.",,25,http://bbcsfx.acropolis.org.uk/assets/07037299.wav
8238,Swiss telephone engaged tone. (As heard from London.),,42,http://bbcsfx.acropolis.org.uk/assets/07040101.wav
8239,Swiss telephone engaged tone. (As heard from London.),,37,http://bbcsfx.acropolis.org.uk/assets/07040100.wav
8240,Swiss telephone ringing tone. (As heard from London.),,63,http://bbcsfx.acropolis.org.uk/assets/07040095.wav
8241,Swordfight with shots and groans. (Specially created effect),,35,http://bbcsfx.acropolis.org.uk/assets/07005090.wav
8242,Swordfish taking off from aircraft carrier. World War II. (From 78 r.p.m. disc),,25,http://bbcsfx.acropolis.org.uk/assets/07000197.wav
8243,"Swordfish ticking over, taking off from aircraft carrier. World War II. (From 78 r.p.m. disc)",,111,http://bbcsfx.acropolis.org.uk/assets/07000196.wav
8244,Synthesised air raid alarm. (Futuristic Spot Effect.),,43,http://bbcsfx.acropolis.org.uk/assets/07043239.wav
8245,Synthesised crickets. (Futuristic Spot Effect.),,60,http://bbcsfx.acropolis.org.uk/assets/07043332.wav
8246,"Table Tennis, doubles match. (No crowd.)",,189,http://bbcsfx.acropolis.org.uk/assets/07021052.wav
8247,"Table Tennis, singles match. (No crowd.)",,184,http://bbcsfx.acropolis.org.uk/assets/07021051.wav
8248,"Tabulator operating, occasional pause.",,163,http://bbcsfx.acropolis.org.uk/assets/07006001.wav
8249,Tack miss-hit twice and then hammered in.,,12,http://bbcsfx.acropolis.org.uk/assets/07045106.wav
8250,Tack nail hammered.,,8,http://bbcsfx.acropolis.org.uk/assets/07045104.wav
8251,Tack nail hammered.,,10,http://bbcsfx.acropolis.org.uk/assets/07045103.wav
8252,Tack nail hammered.,,11,http://bbcsfx.acropolis.org.uk/assets/07045102.wav
8253,Tacking in average sea. (STS Malcolm Miller),,53,http://bbcsfx.acropolis.org.uk/assets/07000086.wav
8254,"Tacking to moorings, tie up and store sails. (Sailing dinghy)",,214,http://bbcsfx.acropolis.org.uk/assets/07000094.wav
8255,Tackles clanking in average sea. (STS Malcolm Miller),,53,http://bbcsfx.acropolis.org.uk/assets/07000085.wav
8256,"Take off. (Bristol Beaufighter, World War II)",,24,http://bbcsfx.acropolis.org.uk/assets/07000167.wav
8257,"Talking Computer (low pitch, harmonic). (Futuristic Spot Effect.)",,48,http://bbcsfx.acropolis.org.uk/assets/07043250.wav
8258,Talking Computer (mid pitch with warble). (Futuristic Spot Effect.),,45,http://bbcsfx.acropolis.org.uk/assets/07043252.wav
8259,"Talking Computer (mid pitch, digital). (Futuristic Spot Effect.)",,71,http://bbcsfx.acropolis.org.uk/assets/07043251.wav
8260,"Talking Computer (mid pitch, harmonic). (Futuristic Spot Effect.)",,63,http://bbcsfx.acropolis.org.uk/assets/07043249.wav
8261,"Talking Story Set Record, ""Tommy the Train"" story. (Speech mainly unidentifiable.)",,49,http://bbcsfx.acropolis.org.uk/assets/07036122.wav
8262,"Talking Story Set Record, animal story. (Speech mainly unidentifiable.)",,85,http://bbcsfx.acropolis.org.uk/assets/07036120.wav
8263,"Talking Story Set Record, fire story. (Speech mainly unidentifiable.)",,81,http://bbcsfx.acropolis.org.uk/assets/07036121.wav
8264,"Talking Weight Machine, 12st. 11b.",,18,http://bbcsfx.acropolis.org.uk/assets/07032190.wav
8265,"Talking Weight Machine, 13st. 31b.",,12,http://bbcsfx.acropolis.org.uk/assets/07032191.wav
8266,"Talking Weight Machine, 8st. 51b.",,14,http://bbcsfx.acropolis.org.uk/assets/07032192.wav
8267,"Tangier, atmosphere in Casbah market.",,154,http://bbcsfx.acropolis.org.uk/assets/07015015.wav
8268,"Tangier, atmosphere in fruit market.",,157,http://bbcsfx.acropolis.org.uk/assets/07015014.wav
8269,"Tangier, blind beggar actuality.",,60,http://bbcsfx.acropolis.org.uk/assets/07015013.wav
8270,"Tangier, tourist cafe general atmosphere.",,211,http://bbcsfx.acropolis.org.uk/assets/07015012.wav
8271,"Tangier, tourist cafe general atmosphere.",,221,http://bbcsfx.acropolis.org.uk/assets/07015011.wav
8272,Tank battle (World War 11 actuality) - 1975 (500S),,208,http://bbcsfx.acropolis.org.uk/assets/07046178.wav
8273,"Tank Guns, .3 machine gun firing. (Recorded at target end.)",,61,http://bbcsfx.acropolis.org.uk/assets/07034218.wav
8274,"Tank Guns, .3 machine gun firing. (Recorded at target end.)",,35,http://bbcsfx.acropolis.org.uk/assets/07034217.wav
8275,"Tank Guns, .3 machine gun firing. (Recorded inside tank.)",,55,http://bbcsfx.acropolis.org.uk/assets/07034215.wav
8276,"Tank Guns, .3 machine gun firing. (Recorded outside tank.)",,36,http://bbcsfx.acropolis.org.uk/assets/07034216.wav
8277,"Tank Guns, 120mm gun fired three times. (Recorded at target end.)",,37,http://bbcsfx.acropolis.org.uk/assets/07034220.wav
8278,"Tank Guns, 7.62mm machine gun firing. (Recorded at target end.)",,48,http://bbcsfx.acropolis.org.uk/assets/07034219.wav
8279,"Tank Guns, 76mm high explosive shells fired three times. (Recorded at target end.)",,28,http://bbcsfx.acropolis.org.uk/assets/07034213.wav
8280,"Tank Guns, 76mm high explosive shells fired three times. (Recorded outside tank.)",,14,http://bbcsfx.acropolis.org.uk/assets/07034212.wav
8281,"Tank Guns, 76mm smoke shells fired four times. (Recorded inside tank.)",,37,http://bbcsfx.acropolis.org.uk/assets/07034211.wav
8282,"Tank Guns, 76mm smoke shells fired twice. (Recorded at target end.)",,17,http://bbcsfx.acropolis.org.uk/assets/07034214.wav
8283,"Tank Guns, shell cases thrown on to ground.",,35,http://bbcsfx.acropolis.org.uk/assets/07034221.wav
8284,"Tank Guns, single shot with distant blast.",,18,http://bbcsfx.acropolis.org.uk/assets/07034224.wav
8285,"Tank Guns, single shot.",,11,http://bbcsfx.acropolis.org.uk/assets/07034223.wav
8286,"Tank Guns, six-pounder gun loaded.",,53,http://bbcsfx.acropolis.org.uk/assets/07034222.wav
8287,"Tank Guns, six-pounder guns fired.",,59,http://bbcsfx.acropolis.org.uk/assets/07034226.wav
8288,"Tank Guns, three shots fired.",,30,http://bbcsfx.acropolis.org.uk/assets/07034225.wav
8289,Tank procession with crowds cheering - 1982 (500U),,66,http://bbcsfx.acropolis.org.uk/assets/07046179.wav
8290,Tank procession with crowds cheering. World War II. (From 78 rpm record),,80,http://bbcsfx.acropolis.org.uk/assets/07008102.wav
8291,Tank riveter. (Specially created effect),,68,http://bbcsfx.acropolis.org.uk/assets/07005134.wav
8292,Tanks,,29,http://bbcsfx.acropolis.org.uk/assets/00008114.wav
8293,Tanks approaching & manoevering in mud.,,177,http://bbcsfx.acropolis.org.uk/assets/07043228.wav
8294,"Tap Dancer, unaccompanied.",,47,http://bbcsfx.acropolis.org.uk/assets/07039106.wav
8295,"Tap Dancer, with piano.",,78,http://bbcsfx.acropolis.org.uk/assets/07039105.wav
8296,"Tap Dancing Class, with piano.",,80,http://bbcsfx.acropolis.org.uk/assets/07039104.wav
8297,Tap dribbling.,,67,http://bbcsfx.acropolis.org.uk/assets/07038293.wav
8298,Tap dripping irregularly.,,67,http://bbcsfx.acropolis.org.uk/assets/07038294.wav
8299,Tap dripping.,,182,http://bbcsfx.acropolis.org.uk/assets/07042253.wav
8300,Tap dripping. Fast dripping.,,187,http://bbcsfx.acropolis.org.uk/assets/07002115.wav
8301,Tap dripping. Slow dripping,,188,http://bbcsfx.acropolis.org.uk/assets/07002116.wav
8302,"Tap turned on, fizzy liquid gurgles out. (Specially created effect)",,47,http://bbcsfx.acropolis.org.uk/assets/07005048.wav
8303,Tape Head operating. (Close perspective recording.) (Computer atmosphere.),,14,http://bbcsfx.acropolis.org.uk/assets/07038037.wav
8304,Tape Scanner operating (fast). (Computer atmosphere.),,63,http://bbcsfx.acropolis.org.uk/assets/07038038.wav
8305,Tape Scanner operating (slow). (Computer atmosphere.),,42,http://bbcsfx.acropolis.org.uk/assets/07038039.wav
8306,tape spooling - beta sp - cut story package - fast spooling - in,,13,http://bbcsfx.acropolis.org.uk/assets/0010001.wav
8307,tape spooling - beta sp - male interview exterior - fast spoolin,,8,http://bbcsfx.acropolis.org.uk/assets/0010002.wav
8308,tape spooling - beta sp - rushes - medium spooling - various loc,,45,http://bbcsfx.acropolis.org.uk/assets/0010003.wav
8309,tape spooling - dv cam - medium - press conference - including s,,11,http://bbcsfx.acropolis.org.uk/assets/0010004.wav
8310,tape spooling - dv cam - medium - various sport rushes - includi,,28,http://bbcsfx.acropolis.org.uk/assets/0010005.wav
8311,"Tate Gallery, atmosphere in entrance hall with speech and footsteps.",,362,http://bbcsfx.acropolis.org.uk/assets/07006123.wav
8312,"Tate Gallery, general gallery atmosphere with speech and footsteps.",,363,http://bbcsfx.acropolis.org.uk/assets/07006124.wav
8313,Tattoo on drums.,,100,http://bbcsfx.acropolis.org.uk/assets/07011249.wav
8314,Tattoo on drums.,,94,http://bbcsfx.acropolis.org.uk/assets/07011248.wav
8315,Tattoo on drums.,,103,http://bbcsfx.acropolis.org.uk/assets/07011247.wav
8316,"Taurus Redoubt Satellite, telemetry effects from satellite.",,33,http://bbcsfx.acropolis.org.uk/assets/07038032.wav
8317,"Taurus Satellite, telemetry effects from satellite.",,27,http://bbcsfx.acropolis.org.uk/assets/07038033.wav
8318,"Tawny Owl, hunting calls with chorus of dark bush-crickets.",,131,http://bbcsfx.acropolis.org.uk/assets/07042032.wav
8319,Teapot filled with boiling water.,,28,http://bbcsfx.acropolis.org.uk/assets/07042258.wav
8320,Teapot smashed.,,4,http://bbcsfx.acropolis.org.uk/assets/07044083.wav
8321,Teddy Bear squeaker.,,71,http://bbcsfx.acropolis.org.uk/assets/07036144.wav
8322,Teddy Bear squeaker.,,26,http://bbcsfx.acropolis.org.uk/assets/07036143.wav
8323,"Teenage crowd, girls scream & applaud in a theatre.",,64,http://bbcsfx.acropolis.org.uk/assets/07047052.wav
8324,"Teenage crowd, girls screaming in a theatre.",,145,http://bbcsfx.acropolis.org.uk/assets/07047051.wav
8325,"Teenage crowd, girls screaming in street, with much movement & general excitement.",,233,http://bbcsfx.acropolis.org.uk/assets/07047049.wav
8326,"Teenage crowd, girls screaming in street, with traffic & motor horns.",,100,http://bbcsfx.acropolis.org.uk/assets/07047050.wav
8327,"Teenage crowd, stamping, booing & whistling crowd in a stadium.",,116,http://bbcsfx.acropolis.org.uk/assets/07047053.wav
8328,Telegraph bell signals. Ahead.,,73,http://bbcsfx.acropolis.org.uk/assets/07015157.wav
8329,Telegraph bell signals. Full ahead.,,138,http://bbcsfx.acropolis.org.uk/assets/07015158.wav
8330,Telegraph bell signals. Going astern.,,52,http://bbcsfx.acropolis.org.uk/assets/07015156.wav
8331,"Telegraph bell signals. Slow engines, various bell sequences. Engines gather speed.",,122,http://bbcsfx.acropolis.org.uk/assets/07015159.wav
8332,"Telephone dial tone, 4 figures dialled, busy signal.",,10,http://bbcsfx.acropolis.org.uk/assets/07040133.wav
8333,"Telephone dial tone, 4 figures dialled, internal ring, received lifted & replaced.",,30,http://bbcsfx.acropolis.org.uk/assets/07040136.wav
8334,"Telephone dial tone, 4 figures dialled, internal ring, receiver replaced; dial tone, 4 figures dialled, internal ring, receiver lifted.",,58,http://bbcsfx.acropolis.org.uk/assets/07040135.wav
8335,"Telephone dial tone, 7 figures dialled, ringing, receiver lifted, replaced receiver local end replaced.",,36,http://bbcsfx.acropolis.org.uk/assets/07040137.wav
8336,"Telephone dial tone, 9 figures dialled, number unobtainable; dial tone. 7 figures dialled, ringing, receiver replaced.",,58,http://bbcsfx.acropolis.org.uk/assets/07040134.wav
8337,Telephone dialling tone.,,34,http://bbcsfx.acropolis.org.uk/assets/07040082.wav
8338,Telephone engaged tone.,,33,http://bbcsfx.acropolis.org.uk/assets/07040084.wav
8339,Telephone engaged.,,37,http://bbcsfx.acropolis.org.uk/assets/07042069.wav
8340,Telephone number unobtainable tone.,,33,http://bbcsfx.acropolis.org.uk/assets/07040086.wav
8341,Telephone paytone.,,14,http://bbcsfx.acropolis.org.uk/assets/07040068.wav
8342,"Telephone receiver lifted, dailling tone, dailling 7 digits, ringing tone, receiver replaced.",,53,http://bbcsfx.acropolis.org.uk/assets/07040074.wav
8343,"Telephone receiver lifted, dialling 7 digits, engaged tone, receiver replaced.",,47,http://bbcsfx.acropolis.org.uk/assets/07040069.wav
8344,"Telephone receiver lifted, dialling 7 digits, number unobtainable tone, receiver replaced.",,50,http://bbcsfx.acropolis.org.uk/assets/07040070.wav
8345,"Telephone receiver lifted, dialling 7 digits, ringing tone, receiver lifted.",,61,http://bbcsfx.acropolis.org.uk/assets/07040067.wav
8346,"Telephone receiver lifted, dialling 7 digits, ringing tone, receiver replaced.",,60,http://bbcsfx.acropolis.org.uk/assets/07040065.wav
8347,"Telephone receiver lifted, dialling 7 digits, STD engaged tone, receiver replaced.",,49,http://bbcsfx.acropolis.org.uk/assets/07040072.wav
8348,"Telephone receiver lifted, dialling tone, dialling 7 digits, engaged tone, receiver replaced",,49,http://bbcsfx.acropolis.org.uk/assets/07040079.wav
8349,"Telephone receiver lifted, dialling tone, dialling 7 digits, number unobtainable tone, receiver repalced.",,47,http://bbcsfx.acropolis.org.uk/assets/07040080.wav
8350,"Telephone receiver lifted, dialling tone, dialling 7 digits, ringing tone,distant receiver lifted.",,51,http://bbcsfx.acropolis.org.uk/assets/07040077.wav
8351,"Telephone receiver lifted, dialling tone, dialling 7 digits, STD engaged tone. receiver replaced",,51,http://bbcsfx.acropolis.org.uk/assets/07040081.wav
8352,"Telephone receiver lifted, dialling tone. (STD telephone.)",,36,http://bbcsfx.acropolis.org.uk/assets/07040120.wav
8353,"Telephone receiver lifted, dialling tone. (STD telephone.)",,34,http://bbcsfx.acropolis.org.uk/assets/07040114.wav
8354,Telephone receiver replaced. (No sound of bell.),,6,http://bbcsfx.acropolis.org.uk/assets/07040066.wav
8355,Telephone receiver replaced. (STD telephone),,6,http://bbcsfx.acropolis.org.uk/assets/07040119.wav
8356,Telephone receiver replaced. (STD telephone.),,6,http://bbcsfx.acropolis.org.uk/assets/07040125.wav
8357,Telephone ringing tone.,,32,http://bbcsfx.acropolis.org.uk/assets/07040083.wav
8358,Telephone ringing tone. (STD telephone.),,109,http://bbcsfx.acropolis.org.uk/assets/07040118.wav
8359,"Telephone, 1s. drops into coin box at distant end.",,6,http://bbcsfx.acropolis.org.uk/assets/07040078.wav
8360,"Telephone, 20 digits dialled (accoustic). (STD telephone.)",,35,http://bbcsfx.acropolis.org.uk/assets/07040115.wav
8361,"Telephone, 20 digits dialled (acoustic & pulses). (STD telephone.)",,38,http://bbcsfx.acropolis.org.uk/assets/07040122.wav
8362,"Telephone, 20 digits dialled (acoustic). (STD telephone.)",,39,http://bbcsfx.acropolis.org.uk/assets/07040121.wav
8363,"Telephone, 20 digits dialled (pulses only). (STD telephone.)",,36,http://bbcsfx.acropolis.org.uk/assets/07040123.wav
8364,"Telephone, 20 digits dialled, acounstic & pulses. (STD telephone.)",,39,http://bbcsfx.acropolis.org.uk/assets/07040116.wav
8365,"Telephone, 4d, drops into coin box. (As heard from distant end.)",,6,http://bbcsfx.acropolis.org.uk/assets/07040073.wav
8366,"Telephone, 6d. drops into coin box at distant end.",,6,http://bbcsfx.acropolis.org.uk/assets/07040076.wav
8367,"Telephone, constant ring. (Push button telephone.)",,32,http://bbcsfx.acropolis.org.uk/assets/07042244.wav
8368,"Telephone, engaged tone. (STD telephone.)",,108,http://bbcsfx.acropolis.org.uk/assets/07040124.wav
8369,"Telephone, handset lifted & 7 digits keyed. (Push button telephone.)",,8,http://bbcsfx.acropolis.org.uk/assets/07042247.wav
8370,"Telephone, handset lifted & 9 digits keyed. (Push button telephone.)",,9,http://bbcsfx.acropolis.org.uk/assets/07042248.wav
8371,"Telephone, handset lifted & replaced. (Push button telephone.)",,9,http://bbcsfx.acropolis.org.uk/assets/07042246.wav
8372,"Telephone, ring & handset lifted. (Push button telephone.)",,11,http://bbcsfx.acropolis.org.uk/assets/07042245.wav
8373,Teleprinter no. 15 operating (automatic transmitter & re-perforator). (Post Office Telegraph Equipment.),,115,http://bbcsfx.acropolis.org.uk/assets/07040162.wav
8374,"Teleprinter Room atmosphere, with telex machines, tearing of paper, distant typewriters & telephones. (Recorded at The Times.)",,123,http://bbcsfx.acropolis.org.uk/assets/07044048.wav
8375,Television screen smashed by cricket ball.,,4,http://bbcsfx.acropolis.org.uk/assets/07044074.wav
8376,Television sets crushed at refuse depot plant. (Pre-1976 TV sets.),,97,http://bbcsfx.acropolis.org.uk/assets/07044089.wav
8377,"Telphone paytone, second 3d. inserted.",,9,http://bbcsfx.acropolis.org.uk/assets/07040071.wav
8378,"Telphone, 20 digits dialled, pulses only. (STD telephone.)",,39,http://bbcsfx.acropolis.org.uk/assets/07040117.wav
8379,"Telstar Satellite, telemetry effects from satellite.",,50,http://bbcsfx.acropolis.org.uk/assets/07038004.wav
8380,"Ten men saying 'Hear, hear'. (Farcical.)",,8,http://bbcsfx.acropolis.org.uk/assets/07018026.wav
8381,"Ten Pin Bowling, American-style bowling, busy period with 12 lanes in use.",,418,http://bbcsfx.acropolis.org.uk/assets/07035053.wav
8382,"Ten Pin Bowling, American-type bowling, quiet period with two lanes in use.",,408,http://bbcsfx.acropolis.org.uk/assets/07035052.wav
8383,"Ten Pin Bowling, general atmosphere in machinery room.",,194,http://bbcsfx.acropolis.org.uk/assets/07035049.wav
8384,"Ten Pin Bowling, league game in progress across 12 lanes.",,408,http://bbcsfx.acropolis.org.uk/assets/07035048.wav
8385,"Ten Pin Bowling, machinery room, quiet tick over of machines, two distant games in progress.",,196,http://bbcsfx.acropolis.org.uk/assets/07035050.wav
8386,"Ten Pin Bowling, players practising before match.",,396,http://bbcsfx.acropolis.org.uk/assets/07035047.wav
8387,"Ten Pin Bowling, two people playing, quiet game.",,401,http://bbcsfx.acropolis.org.uk/assets/07035051.wav
8388,Ten urgent knocks on a door.,,8,http://bbcsfx.acropolis.org.uk/assets/07037567.wav
8389,"Ten week old baby boy, waking up sounds with distant birdsong. (Weight 6.0 kg.)",,109,http://bbcsfx.acropolis.org.uk/assets/07019068.wav
8390,"Ten week old baby boy, waking up sounds with distant birdsong. (Weight 6.0 kg.)",,135,http://bbcsfx.acropolis.org.uk/assets/07019067.wav
8391,"Ten week old baby boy, waking up sounds with distant birdsong. (Weight 6.0 kg.)",,31,http://bbcsfx.acropolis.org.uk/assets/07019066.wav
8392,"Ten week old baby boy, waking up sounds. (Weight 6.0 kg.)",,82,http://bbcsfx.acropolis.org.uk/assets/07019065.wav
8393,"Ten week old baby boy, waking up sounds. (Weight 6.0 kg.)",,49,http://bbcsfx.acropolis.org.uk/assets/07019064.wav
8394,"Ten week old baby boy, waking up sounds. (Weight 6.0 kg.)",,130,http://bbcsfx.acropolis.org.uk/assets/07019063.wav
8395,"Ten week old baby boy, waking up sounds. (Weight 6.0 kg.)",,25,http://bbcsfx.acropolis.org.uk/assets/07019062.wav
8396,"Ten week old kitten, individual mews.",,1,http://bbcsfx.acropolis.org.uk/assets/07045189.wav
8397,"Ten week old kitten, individual mews.",,1,http://bbcsfx.acropolis.org.uk/assets/07045188.wav
8398,"Ten week old kitten, individual mews.",,1,http://bbcsfx.acropolis.org.uk/assets/07045187.wav
8399,"Ten week old kitten, individual mews.",,1,http://bbcsfx.acropolis.org.uk/assets/07045186.wav
8400,"Ten week old kitten, individual mews.",,1,http://bbcsfx.acropolis.org.uk/assets/07045185.wav
8401,"Ten week old kitten, individual mews.",,1,http://bbcsfx.acropolis.org.uk/assets/07045184.wav
8402,"Ten week old kitten, individual mews.",,1,http://bbcsfx.acropolis.org.uk/assets/07045183.wav
8403,"Ten week old kitten, individual mews.",,1,http://bbcsfx.acropolis.org.uk/assets/07045182.wav
8404,"Ten week old kitten, individual mews.",,1,http://bbcsfx.acropolis.org.uk/assets/07045181.wav
8405,"Ten week old kitten, individual mews.",,1,http://bbcsfx.acropolis.org.uk/assets/07045180.wav
8406,"Ten week old kitten, individual mews.",,1,http://bbcsfx.acropolis.org.uk/assets/07045179.wav
8407,"Ten week old kitten, mews.",,194,http://bbcsfx.acropolis.org.uk/assets/07045190.wav
8408,"Ten week old kitten, purring.",,163,http://bbcsfx.acropolis.org.uk/assets/07045191.wav
8409,"Ten women saying 'Hear, hear'. (Farcical.)",,8,http://bbcsfx.acropolis.org.uk/assets/07018027.wav
8410,"Ten women saying 'Aye, aye'. (Farcical.)",,7,http://bbcsfx.acropolis.org.uk/assets/07018030.wav
8411,Tennis (applause),,29,http://bbcsfx.acropolis.org.uk/assets/00008115.wav
8412,"Tennis Game, with services, points won & crowd reaction. (See CD SFX catalogue for details.)",,100,http://bbcsfx.acropolis.org.uk/assets/07044092.wav
8413,"Tenon saw, small piece of wood, close perspective.",,19,http://bbcsfx.acropolis.org.uk/assets/07045114.wav
8414,"Tenon saw, small piece of wood, steady rythm.",,17,http://bbcsfx.acropolis.org.uk/assets/07045112.wav
8415,"Tenon saw, small piece of wood, variable rythm.",,17,http://bbcsfx.acropolis.org.uk/assets/07045113.wav
8416,"Termini Railway Station, Rome, atmosphere outside station.",,320,http://bbcsfx.acropolis.org.uk/assets/07035162.wav
8417,"Termini Railway Station, Rome, booking hall atmosphere.",,197,http://bbcsfx.acropolis.org.uk/assets/07035163.wav
8418,"Termini Railway Station, Rome, general atmosphere.",,197,http://bbcsfx.acropolis.org.uk/assets/07035164.wav
8419,"Termini Railway Station, Rome, platform atmosphere.",,413,http://bbcsfx.acropolis.org.uk/assets/07035165.wav
8420,"Terrier barking & growling, exterior.",,126,http://bbcsfx.acropolis.org.uk/assets/07020109.wav
8421,"Textile factory, general atmosphere with spinning jennies operating. (Old textile machinery.)",,132,http://bbcsfx.acropolis.org.uk/assets/07016338.wav
8422,"Thai Buddhist Temple, interior, approx 20 Buddhist Monks praying & chanting, with slight breeze passing through temple. (Recorded in Thailand.)",,198,http://bbcsfx.acropolis.org.uk/assets/07070182.wav
8423,"Thames sailing barge, atmosphere below deck under auxiliary engine. (Kelvin 3 cylinder engine, 66 h.p.) (Recorded on board S.B. Pudge.)",,185,http://bbcsfx.acropolis.org.uk/assets/07043362.wav
8424,"Thames sailing barge, atmosphere below deck under sail, with creaking wood. (Recorded on board S.B. Pudge.)",,184,http://bbcsfx.acropolis.org.uk/assets/07043361.wav
8425,"Thames sailing barge, bow-wave sailing in force 5 wind, some spray. (Recorded on board S.B. Pudge.)",,143,http://bbcsfx.acropolis.org.uk/assets/07043358.wav
8426,"Thames sailing barge, going about, lee board raised & other lowered. (Recorded on board. S.B. Pudge.)",,79,http://bbcsfx.acropolis.org.uk/assets/07043359.wav
8427,"Thames sailing barge, hoisting topsial. (Recorded on board S.B. Pudge.)",,32,http://bbcsfx.acropolis.org.uk/assets/07043360.wav
8428,"Thameside atmosphere, with lapping water & distant industry, river boat passing until 2m22s.",,298,http://bbcsfx.acropolis.org.uk/assets/07042297.wav
8429,The End. (Legends Spot Effect.),,36,http://bbcsfx.acropolis.org.uk/assets/07042230.wav
8430,"The kill, shouts, hunting horn and chatter. (Quorn Hunt.)",,145,http://bbcsfx.acropolis.org.uk/assets/07005029.wav
8431,Theatre Audience in foyer during interval.,,121,http://bbcsfx.acropolis.org.uk/assets/07043059.wav
8432,"Theatre Audience, laughter & applause into interval.",,180,http://bbcsfx.acropolis.org.uk/assets/07043061.wav
8433,"Theatre Audience, mixed animated chatter before performance.",,244,http://bbcsfx.acropolis.org.uk/assets/07044042.wav
8434,"Theatre Audince, continuous laughter.",,10,http://bbcsfx.acropolis.org.uk/assets/07043060.wav
8435,"Theatre Foyer, atmosphere in foyer of a small West End theatre.",,215,http://bbcsfx.acropolis.org.uk/assets/07021023.wav
8436,"Theatre Foyer, atmosphere in foyer of large West Eend theatre, with bars.",,211,http://bbcsfx.acropolis.org.uk/assets/07021025.wav
8437,"Theatre Foyer, atmosphere in foyer of repertory theatre.",,207,http://bbcsfx.acropolis.org.uk/assets/07021022.wav
8438,"Theatre Foyer, atmosphere in foyer of West End theatre.",,215,http://bbcsfx.acropolis.org.uk/assets/07021024.wav
8439,"Theatre Foyer, children in animated conversation in foyer of theatre playing a pantomime.",,419,http://bbcsfx.acropolis.org.uk/assets/07020058.wav
8440,Things falling and clanging. (Specially created effect),,15,http://bbcsfx.acropolis.org.uk/assets/07005062.wav
8441,Thirteen hiccoughs.,,34,http://bbcsfx.acropolis.org.uk/assets/07034132.wav
8442,Thirty donkeys passing in yard.,,28,http://bbcsfx.acropolis.org.uk/assets/07042127.wav
8443,Thirty-six people brawling.,,60,http://bbcsfx.acropolis.org.uk/assets/07034179.wav
8444,Thrashing in water in swimming pool.,,216,http://bbcsfx.acropolis.org.uk/assets/07021111.wav
8445,Threatening robotic hum. (Futuristic Spot Effect.),,112,http://bbcsfx.acropolis.org.uk/assets/07043310.wav
8446,"Three Alsatian guard dogs barking, exterior.",,135,http://bbcsfx.acropolis.org.uk/assets/07020108.wav
8447,Three cannons firing. (Seventeenth Century cannons.),,8,http://bbcsfx.acropolis.org.uk/assets/07019004.wav
8448,Three cats eating & purring.,,117,http://bbcsfx.acropolis.org.uk/assets/07042103.wav
8449,Three cheers from group of men. (Thirty men.),,11,http://bbcsfx.acropolis.org.uk/assets/07017023.wav
8450,Three cheers from group of women. (Thirty women.),,12,http://bbcsfx.acropolis.org.uk/assets/07017025.wav
8451,Three cheers from mixed group of people. (Thirty people.),,15,http://bbcsfx.acropolis.org.uk/assets/07017024.wav
