,word,pos,lemma
11785,Britannia,NP,Britannia
11786,interior,NN,interior
11787,take,VV,take
11788,off,RP,off
11789,into,IN,into
11790,constant,JJ,constant
11791,flight,NN,flight
11792,Long,NP,Long
11793,/,SYM,/
11794,medium,JJ,medium
11795,range,NN,range
11796,airliner,NN,airliner
11797,four,CD,four
11798,turboprop,NN,turboprop
11799,jet,NN,jet
11800,engines,NNS,engine
11801,Bristol,NP,Bristol
11802,Britannia,NP,Britannia
11803,interior,JJ,interior
11804,taxi,NN,taxi
11805,to,TO,to
11806,stop,VV,stop
11807,&,CC,&
11808,switch,VV,switch
11809,off,IN,off
11810,Long,NP,Long
11811,/,SYM,/
11812,medium,JJ,medium
11813,range,NN,range
11814,airliner,NN,airliner
11815,four,CD,four
11816,turboprop,NN,turboprop
11817,jet,NN,jet
11818,engines,NNS,engine
11819,Bristol,NP,Bristol
11820,Britannia,NP,Britannia
11821,interior,JJ,interior
11822,touch,NN,touch
11823,down,RB,down
11824,&,CC,&
11825,taxi,VV,taxi
11826,Long,NP,Long
11827,/,SYM,/
11828,medium,JJ,medium
11829,range,NN,range
11830,airliner,NN,airliner
11831,four,CD,four
11832,turboprop,NN,turboprop
11833,jet,NN,jet
11834,engines,NNS,engine
11835,Britannia,NP,Britannia
11836,exterior,JJ,exterior
11837,landing,NN,landing
11838,L,NP,L
11839,-,NN,-
11840,R,NN,R
11841,British,JJ,British
11842,artillery,NN,artillery
11843,World,NP,World
11844,War,NP,War
11845,II,NP,II
11846,actuality,NN,actuality
11847,-,NN,-
11848,1975,CD,@card@
11849,500S,NN,500S
11850,British,NP,British
11851,Museum,NP,Museum
11852,atmosphere,NN,atmosphere
11853,in,IN,in
11854,Dead,NP,Dead
11855,Sea,NP,Sea
11856,Scrolls,VVZ,scroll
11857,gallery,NN,gallery
11858,with,IN,with
11859,occasional,JJ,occasional
11860,indistinct,JJ,indistinct
11861,speech,NN,speech
11862,&,CC,&
11863,footsteps,NNS,footstep
11864,British,NP,British
11865,Museum,NP,Museum
11866,atmosphere,NN,atmosphere
11867,in,IN,in
11868,entrance,NN,entrance
11869,hall,NN,hall
11870,footsteps,NNS,footstep
11871,&,CC,&
11872,indistinct,JJ,indistinct
11873,speech,NN,speech
11874,with,IN,with
11875,echo,NN,echo
11876,British,NP,British
11877,Museum,NP,Museum
11878,atmosphere,NN,atmosphere
11879,in,IN,in
11880,reading,VVG,read
11881,room,NN,room
11882,with,IN,with
11883,occasional,JJ,occasional
11884,speech,NN,speech
11885,&,CC,&
11886,telephone,NN,telephone
11887,bell,NN,bell
11888,British,NP,British
11889,Museum,NP,Museum
11890,atmosphere,NN,atmosphere
11891,in,IN,in
11892,tea,NN,tea
11893,room,NN,room
11894,Brno,NP,Brno
11895,Cathedral,NP,Cathedral
11896,bells,NNS,bell
11897,ringing,VVG,ring
11898,Bells,NPS,Bells
11899,c,SYM,c
11900,17th,JJ,17th
11901,century,NN,century
11902,Broad-leaved,JJ,broad-leaved
11903,woodland,NN,woodland
11904,in,IN,in
11905,late,JJ,late
11906,Spring,NP,Spring
11907,early,JJ,early
11908,morning,NN,morning
11909,atmosphere,NN,atmosphere
11910,with,IN,with
11911,Nightingale,NP,Nightingale
11912,flies,VVZ,fly
11913,Cuckoo,NN,cuckoo
11914,Whitethroat,NN,whitethroat
11915,Bonelli,NP,Bonelli
11916,s,NN,S
11917,Warbler,NN,warbler
11918,&,CC,&
11919,field,NN,field
11920,crickets,NNS,cricket
11921,Mediterranean,JJ,Mediterranean
11922,region,NN,region
11923,only,RB,only
11924,Broad-leaved,JJ,broad-leaved
11925,woodland,NN,woodland
11926,in,IN,in
11927,late,JJ,late
11928,Spring,NP,Spring
11929,early,JJ,early
11930,morning,NN,morning
11931,dawn,NN,dawn
11932,chorus,NN,chorus
11933,with,IN,with
11934,Cuckoos,NNS,cuckoo
11935,Garden,NP,Garden
11936,Warbler,NN,warbler
11937,&,CC,&
11938,Nightingale,NP,Nightingale
11939,Broadcasting,NP,Broadcasting
11940,House,NP,House
11941,Concert,NN,concert
11942,Hall,NP,Hall
11943,atmosphere,NN,atmosphere
11944,before,IN,before
11945,concert,NN,concert
11946,Broadcasting,NP,Broadcasting
11947,House,NP,House
11948,Concert,NN,concert
11949,Hall,NP,Hall
11950,orchestra,NN,orchestra
11951,tuning,VVG,tune
11952,up,RP,up
11953,Broadcasting,NP,Broadcasting
11954,House,NP,House
11955,Concert,NN,concert
11956,Hall,NP,Hall
11957,string,NN,string
11958,quartet,NN,quartet
11959,tuning,VVG,tune
11960,up,RP,up
11961,Broody,JJ,broody
11962,hens,NNS,hen
11963,Brook,NP,Brook
11964,flowing,VVG,flow
11965,Brown,NP,Brown
11966,Bess,NP,Bess
11967,Flintlock,NN,flintlock
11968,single,JJ,single
11969,shot,NN,shot
11970,fired,VVD,fire
11971,hits,NNS,hit
11972,metal,NN,metal
11973,target,NN,target
11974,Manufactured,VVD,manufacture
11975,1757,CD,@card@
11976,Brown,NP,Brown
11977,Bess,NP,Bess
11978,Flintlock,NN,flintlock
11979,single,JJ,single
11980,shot,NN,shot
11981,fired,VVD,fire
11982,Manufactured,VVN,manufacture
11983,1757,CD,@card@
11984,BT,NP,BT
11985,Crossbar,NN,crossbar
11986,electromechanical,JJ,electromechanical
11987,exchange,NN,exchange
11988,1960,CD,@card@
11989,onward,RB,onward
11990,BT,NP,BT
11991,Dial,NP,Dial
11992,Payphone,NP,Payphone
11993,pips,VVZ,pip
11994,BT,NP,BT
11995,Dial,NP,Dial
11996,Payphone,NP,Payphone
11997,call,NN,call
11998,dialled,VVD,dialled
11999,9,CD,@card@
12000,digits,NNS,digit
12001,BT,NP,BT
12002,Dial,NP,Dial
12003,Payphone,NP,Payphone
12004,money,NN,money
12005,inserted,VVD,insert
12006,BT,NP,BT
12007,Dial,NP,Dial
12008,Payphone,NP,Payphone
12009,receiver,NN,receiver
12010,replaced,VVD,replace
12011,heavily,RB,heavily
12012,BT,NP,BT
12013,Dial,NP,Dial
12014,Payphone,NP,Payphone
12015,receiver,NN,receiver
12016,replaced,VVD,replace
12017,normally,RB,normally
12018,BT,NP,BT
12019,Dial,NP,Dial
12020,Payphone,NP,Payphone
12021,telephone,NN,telephone
12022,ringing,NN,ringing
12023,in,IN,in
12024,callbox,NN,callbox
12025,BT,NP,BT
12026,Domestic,NP,Domestic
12027,Phone,NN,phone
12028,Statesman,NN,statesman
12029,model,NN,model
12030,10,CD,@card@
12031,rings,NNS,ring
12032,&,CC,&
12033,pick-up,NN,pick-up
12034,BT,NP,BT
12035,Domestic,NP,Domestic
12036,Phone,NN,phone
12037,Viscount,NN,viscount
12038,model,NN,model
12039,12,CD,@card@
12040,rings,NNS,ring
12041,&,CC,&
12042,pick-up,NN,pick-up
12043,BT,NP,BT
12044,local,JJ,local
12045,line,NN,line
12046,noise,NN,noise
12047,BT,NP,BT
12048,Pushbutton,NNS,pushbutton
12049,Payphone,NP,Payphone
12050,money,NN,money
12051,inserted,VVD,insert
12052,&,CC,&
12053,call,NN,call
12054,made,VVD,make
12055,9,CD,@card@
12056,digits,NNS,digit
12057,BT,NP,BT
12058,Pushbutton,NNS,pushbutton
12059,Payphone,NP,Payphone
12060,pips,NNS,pip
12061,heard,VVD,hear
12062,when,WRB,when
12063,operator,NN,operator
12064,dialled,NN,dialled
12065,or,CC,or
12066,telephone,NN,telephone
12067,box,NN,box
12068,called,VVN,call
12069,from,IN,from
12070,outside,NN,outside
12071,BT,NP,BT
12072,Pushbutton,NNS,pushbutton
12073,Payphone,NP,Payphone
12074,receiver,NN,receiver
12075,replaced,VVD,replace
12076,&,CC,&
12077,coins,NNS,coin
12078,returned,VVD,return
12079,BT,NP,BT
12080,Pushbutton,NNS,pushbutton
12081,Payphone,NP,Payphone
12082,telephone,NN,telephone
12083,ringing,NN,ringing
12084,in,IN,in
12085,callbox,NN,callbox
12086,BT,NP,BT
12087,ringing,NN,ringing
12088,tones,NNS,tone
12089,BT,NP,BT
12090,Strowger,NP,Strowger
12091,callmaker,NN,callmaker
12092,&,CC,&
12093,line-tester,NN,line-tester
12094,running,NN,running
12095,BT,NP,BT
12096,Strowger,NP,Strowger
12097,electromechanical,JJ,electromechanical
12098,exchange,NN,exchange
12099,1922,CD,@card@
12100,onward,RB,onward
12101,BT,NP,BT
12102,Telephone,NP,Telephone
12103,operators,NNS,operator
12104,Jackfield,NP,Jackfield
12105,switchroom,NN,switchroom
12106,with,IN,with
12107,999,CD,@card@
12108,alarm,NN,alarm
12109,audible,JJ,audible
12110,occasionally,RB,occasionally
12111,1925,CD,@card@
12112,onward,RB,onward
12113,Bubbling,VVG,bubble
12114,sound,NN,sound
12115,Specially,RB,specially
12116,created,VVN,create
12117,effect,NN,effect
12118,Bucket,NN,bucket
12119,clipped,VVD,clip
12120,to,TO,to
12121,rope,NN,rope
12122,free,JJ,free
12123,run,NN,run
12124,down,RB,down
12125,well,RB,well
12126,Bucket,NN,bucket
12127,clipped,VVD,clip
12128,to,TO,to
12129,rope,NN,rope
12130,lid,NN,lid
12131,opened,VVD,open
12132,fast,RB,fast
12133,run,VV,run
12134,down,RP,down
12135,well,RB,well
12136,Bucket,NN,bucket
12137,dropped,VVD,drop
12138,3,CD,@card@
12139,times,NNS,time
12140,Bucket,NN,bucket
12141,on,IN,on
12142,a,DT,a
12143,chain,NN,chain
12144,with,IN,with
12145,crashes,NNS,crash
12146,Bucket,NN,bucket
12147,on,IN,on
12148,a,DT,a
12149,short,JJ,short
12150,run,NN,run
12151,down,IN,down
12152,a,DT,a
12153,well,RB,well
12154,ends,VVZ,end
12155,with,IN,with
12156,a,DT,a
12157,splash,NN,splash
12158,Budgerigar,NN,budgerigar
12159,singing,NN,singing
12160,&,CC,&
12161,flying,VVG,fly
12162,in,IN,in
12163,a,DT,a
12164,room,NN,room
12165,Budgerigar,NN,budgerigar
12166,singing,NN,singing
12167,Building,NN,building
12168,collapses,NNS,collapse
12169,Building,NN,building
12170,crash,NN,crash
12171,Specially,RB,specially
12172,created,VVN,create
12173,Spot,NN,spot
12174,Effect,NN,effect
12175,Building,NN,building
12176,site,NN,site
12177,Building,NN,building
12178,site,NN,site
12179,concrete,JJ,concrete
12180,airator,NN,airator
12181,used,VVN,use
12182,to,TO,to
12183,remove,VV,remove
12184,air,NN,air
12185,bubbles,NNS,bubble
12186,from,IN,from
12187,liquid,JJ,liquid
12188,concrete,JJ,concrete
12189,close,JJ,close
12190,perspective,NN,perspective
12191,Building,VVG,build
12192,site,NN,site
12193,hammering,VVG,hammer
12194,steel,NN,steel
12195,girders,NNS,girder
12196,close,JJ,close
12197,perspective,NN,perspective
12198,Building,VVG,build
12199,site,NN,site
12200,interior,NN,interior
12201,acoustic,JJ,acoustic
12202,of,IN,of
12203,building,VVG,build
12204,under,IN,under
12205,construction,NN,construction
12206,with,IN,with
12207,bricklayers,NNS,bricklayer
12208,in,IN,in
12209,foreground,NN,foreground
12210,Building,NN,building
12211,site,NN,site
12212,wide,JJ,wide
12213,perspective,NN,perspective
12214,recording,NN,recording
12215,of,IN,of
12216,building,NN,building
12217,being,VBG,be
12218,constructed,VVN,construct
12219,Bulb-type,NP,Bulb-type
12220,Motor,NP,Motor
12221,Horn,NP,Horn
12222,sounded,VVD,sound
12223,Bulb-type,NP,Bulb-type
12224,Motor,NP,Motor
12225,Horn,NP,Horn
12226,sounded,VVD,sound
12227,Bulb-type,NP,Bulb-type
12228,Motor,NP,Motor
12229,Horn,NP,Horn
12230,sounded,VVD,sound
12231,Bulb-type,NP,Bulb-type
12232,Motor,NP,Motor
12233,Horn,NP,Horn
12234,sounded,VVD,sound
12235,Bulb-type,NP,Bulb-type
12236,Motor,NP,Motor
12237,Horn,NP,Horn
12238,sounded,VVD,sound
12239,Bulb-type,NP,Bulb-type
12240,Motor,NP,Motor
12241,Horn,NP,Horn
12242,sounded,VVD,sound
12243,Bull,NP,Bull
12244,bellowing,VVG,bellow
12245,in,IN,in
12246,stall,NN,stall
12247,Bull,NP,Bull
12248,bellowing,VVG,bellow
12249,Bull,NP,Bull
12250,Mastiff,NN,mastiff
12251,barking,VVG,bark
12252,exterior,NN,exterior
12253,Bull,NP,Bull
12254,Terrier,NN,terrier
12255,barking,VVG,bark
12256,interior,NN,interior
12257,Bull,NP,Bull
12258,Terrier,NN,terrier
12259,snoring,VVG,snore
12260,interior,NN,interior
12261,Bulldog,NN,bulldog
12262,barking,VVG,bark
12263,Bulldogs,NNS,bulldog
12264,barking,VVG,bark
12265,in,IN,in
12266,kennels,NNS,kennel
12267,interior,JJ,interior
12268,Bulldozer,NN,bulldozer
12269,tracked,VVD,track
12270,vehicle,NN,vehicle
12271,-,NN,-
12272,approaching,VVG,approach
12273,stopping,NN,stopping
12274,switching,VVG,switch
12275,off,RP,off
12276,-,NN,-
12277,1981,CD,@card@
12278,6B1,JJ,6B1
12279,reprocessed,VVN,reprocess
12280,Bulldozer,NN,bulldozer
12281,tracked,VVD,track
12282,vehicle,NN,vehicle
12283,-,NN,-
12284,starting,VVG,start
12285,ticking,NN,ticking
12286,over,IN,over
12287,driving,VVG,drive
12288,away,RP,away
12289,-,NN,-
12290,1981,CD,@card@
12291,6B1,JJ,6B1
12292,reprocessed,VVN,reprocess
12293,Bulldozer,NN,bulldozer
12294,tracked,VVD,track
12295,vehicle,NN,vehicle
12296,-,NN,-
12297,starting,VVG,start
12298,up,RP,up
12299,earth,NN,earth
12300,moving,VVG,move
12301,-,NN,-
12302,1981,CD,@card@
12303,6B1,JJ,6B1
12304,reprocessed,VVN,reprocess
12305,Bulldozer,NN,bulldozer
12306,approaching,VVG,approach
12307,stopping,NN,stopping
12308,switching,VVG,switch
12309,off,RP,off
12310,Tracked,JJ,tracked
12311,vehicle,NN,vehicle
12312,Bulldozer,NN,bulldozer
12313,starting,VVG,start
12314,up,RP,up
12315,earth,NN,earth
12316,moving,VVG,move
12317,Tracked,JJ,tracked
12318,vehicle,NN,vehicle
12319,Bulldozer,NN,bulldozer
12320,starting,VVG,start
12321,ticking,NN,ticking
12322,over,IN,over
12323,driving,VVG,drive
12324,away,RP,away
12325,Tracked,JJ,tracked
12326,vehicle,NN,vehicle
12327,Burglar,NN,burglar
12328,Alarm,NN,alarm
12329,bell,NN,bell
12330,Burglar,NN,burglar
12331,alarm,NN,alarm
12332,combined,JJ,combined
12333,bell,NN,bell
12334,and,CC,and
12335,electronic,JJ,electronic
12336,siren,NN,siren
12337,Burglar,NN,burglar
12338,Alarm,NN,alarm
12339,electronic,JJ,electronic
12340,spin,NN,spin
12341,Burglar,NN,burglar
12342,alarm,NN,alarm
12343,Burglar,NN,burglar
12344,alarm,NN,alarm
12345,Burmese,JJ,Burmese
12346,cat,NN,cat
12347,hisses,NNS,hiss
12348,twice,RB,twice
12349,and,CC,and
12350,then,RB,then
12351,long,JJ,long
12352,cry,NN,cry
12353,of,IN,of
12354,anger,NN,anger
12355,Burmese,JJ,Burmese
12356,cat,NN,cat
12357,hissing,VVG,hiss
12358,and,CC,and
12359,growling,VVG,growl
12360,Burmese,JJ,Burmese
12361,cat,NN,cat
12362,meowing,VVG,meow
12363,Burmese,JJ,Burmese
12364,cat,NN,cat
12365,individual,NN,individual
12366,meows,VVZ,meow
12367,Burmese,JJ,Burmese
12368,cat,NN,cat
12369,individual,NN,individual
12370,meows,VVZ,meow
12371,Burmese,JJ,Burmese
12372,cat,NN,cat
12373,individual,NN,individual
12374,meows,VVZ,meow
12375,Burmese,JJ,Burmese
12376,cat,NN,cat
12377,individual,NN,individual
12378,meows,VVZ,meow
12379,Burmese,JJ,Burmese
12380,cat,NN,cat
12381,individual,NN,individual
12382,meows,VVZ,meow
12383,Bus,NN,bus
12384,depot,NN,depot
12385,atmosphere,NN,atmosphere
12386,with,IN,with
12387,buses,NNS,bus
12388,departing,VVG,depart
12389,Bus,NN,bus
12390,depot,NN,depot
12391,atmosphere,NN,atmosphere
12392,with,IN,with
12393,buses,NNS,bus
12394,parking,VVG,park
12395,for,IN,for
12396,the,DT,the
12397,night,NN,night
12398,Bus,NN,bus
12399,horns,NNS,horn
12400,Recorded,VVN,record
12401,in,IN,in
12402,St,NP,St
12403,Moritz,NP,Moritz
12404,Bus,NN,bus
12405,station,NN,station
12406,Busy,JJ,busy
12407,atmosphere,NN,atmosphere
12408,in,IN,in
12409,a,DT,a
12410,cafe,NN,cafe
12411,with,IN,with
12412,teenagers,NNS,teenager
12413,talking,VVG,talk
12414,Indistinct,JJ,indistinct
12415,clatter,NN,clatter
12416,of,IN,of
12417,cutlery,NN,cutlery
12418,and,CC,and
12419,crockery,NN,crockery
12420,in,IN,in
12421,background,NN,background
12422,Busy,JJ,busy
12423,atmosphere,NN,atmosphere
12424,in,IN,in
12425,chicken,NN,chicken
12426,house,NN,house
12427,Busy,JJ,busy
12428,atmosphere,NN,atmosphere
12429,Specially,RB,specially
12430,created,VVN,create
12431,effect,NN,effect
12432,Busy,JJ,busy
12433,buzzing,VVG,buzz
12434,Specially,RB,specially
12435,created,VVN,create
12436,electronic,JJ,electronic
12437,sound,NN,sound
12438,Busy,JJ,busy
12439,city,NN,city
12440,skyline,NN,skyline
12441,with,IN,with
12442,brake,NN,brake
12443,squeals,NNS,squeal
12444,1T10,JJ,1T10
12445,reprocessed,VVN,reprocess
12446,Busy,JJ,busy
12447,city,NN,city
12448,skyline,NN,skyline
12449,Busy,JJ,busy
12450,country,NN,country
12451,pub,NN,pub
12452,Busy,JJ,busy
12453,dining,NN,dining
12454,area,NN,area
12455,in,IN,in
12456,large,JJ,large
12457,night,NN,night
12458,club,NN,club
12459,Busy,JJ,busy
12460,English,JJ,English
12461,market,NN,market
12462,Specially,RB,specially
12463,created,VVN,create
12464,effect,NN,effect
12465,Busy,JJ,busy
12466,French,JJ,French
12467,Village,NP,Village
12468,Street,NP,Street
12469,atmosphere,NN,atmosphere
12470,with,IN,with
12471,cars,NNS,car
12472,horns,VVZ,horn
12473,occasional,JJ,occasional
12474,quiet,JJ,quiet
12475,periods,NNS,period
12476,Busy,JJ,busy
12477,hotel,NN,hotel
12478,foyer,NN,foyer
12479,atmosphere,NN,atmosphere
12480,Busy,JJ,busy
12481,Mainline,JJ,mainline
12482,Station,NP,Station
12483,atmosphere,NN,atmosphere
12484,before,IN,before
12485,arrival,NN,arrival
12486,of,IN,of
12487,train,NN,train
12488,Busy,JJ,busy
12489,Post,NP,Post
12490,Office,NP,Office
12491,Atmosphere,NN,atmosphere
12492,with,IN,with
12493,footsteps,NNS,footstep
12494,and,CC,and
12495,indistinct,JJ,indistinct
12496,speech,NN,speech
12497,Busy,JJ,busy
12498,side,NN,side
12499,street,NN,street
12500,in,IN,in
12501,Middle,NP,Middle
12502,Eastern,NP,Eastern
12503,town,NN,town
12504,with,IN,with
12505,traffic,NN,traffic
12506,pauses,NNS,pause
12507,&,CC,&
12508,occasional,JJ,occasional
12509,speech,NN,speech
12510,Excact,NN,Excact
12511,location,NN,location
12512,unknown,NN,unknown
12513,Busy,JJ,busy
12514,traffic,NN,traffic
12515,at,IN,at
12516,crossroads,NN,crossroads
12517,traffic,NN,traffic
12518,lights,NNS,light
12519,with,IN,with
12520,filter,NN,filter
12521,lanes,NNS,lane
12522,Busy,JJ,busy
12523,traffic,NN,traffic
12524,in,IN,in
12525,Middle,NP,Middle
12526,Eastern,NP,Eastern
12527,town,NN,town
12528,with,IN,with
12529,pauses,NNS,pause
12530,horns,NNS,horn
12531,speech,NN,speech
12532,Wide,NP,Wide
12533,perspective,NN,perspective
12534,recording,VVG,record
12535,exact,JJ,exact
12536,location,NN,location
12537,unknown,NN,unknown
12538,Busy,JJ,busy
12539,workshop,NN,workshop
12540,atmosphere,NN,atmosphere
12541,Specially,RB,specially
12542,created,VVN,create
12543,effect,NN,effect
12544,Butcher,NP,Butcher
12545,s,JJ,s
12546,Shop,NP,Shop
12547,atmosphere,NN,atmosphere
12548,with,IN,with
12549,some,DT,some
12550,distinct,JJ,distinct
12551,speech,NN,speech
12552,Buzzard,NN,buzzard
12553,two,CD,two
12554,adults,NNS,adult
12555,calling,VVG,call
12556,song,NN,song
12557,thrush,NN,thrush
12558,woodpigeon,NN,woodpigeon
12559,wren,NN,wren
12560,and,CC,and
12561,jackdaw,NN,jackdaw
12562,in,IN,in
12563,background,NN,background
12564,Buzzing,VVG,buzz
12565,Computer,NN,computer
12566,with,IN,with
12567,constant,JJ,constant
12568,tone,NN,tone
12569,background,NN,background
12570,Futuristic,JJ,futuristic
12571,Spot,NN,spot
12572,Effect,NN,effect
12573,Cable,NP,Cable
12574,Tram,NP,Tram
12575,departs,VVZ,depart
12576,Cackling,VVG,cackle
12577,hag,NN,hag
12578,Horror,NN,horror
12579,Spot,NN,spot
12580,Effect,NN,effect
12581,Cafe,NN,cafe
12582,Alemagna,NP,Alemagna
12583,Rome,NP,Rome
12584,general,JJ,general
12585,atmosphere,NN,atmosphere
12586,Cafe,NN,cafe
12587,Royal,NP,Royal
12588,Edinburgh,NP,Edinburgh
12589,very,RB,very
12590,busy,JJ,busy
12591,Saturday,NP,Saturday
12592,night,NN,night
12593,atmosphere,NN,atmosphere
12594,Cairn,NN,cairn
12595,Terrier,NN,terrier
12596,barking,VVG,bark
12597,&,CC,&
12598,yelping,VVG,yelp
12599,Cairn,NN,cairn
12600,Terrier,NN,terrier
12601,yelping,VVG,yelp
12602,whining,VVG,whine
12603,&,CC,&
12604,barking,VVG,bark
12605,Cairn,NN,cairn
12606,Terrier,NN,terrier
12607,yelp,VV,yelp
12608,&,CC,&
12609,howls,NNS,howl
12610,Cairo,NP,Cairo
12611,atmosphere,NN,atmosphere
12612,in,IN,in
12613,large,JJ,large
12614,hall,NN,hall
12615,Caius,NP,Caius
12616,College,NP,College
12617,clock,NN,clock
12618,striking,VVG,strike
12619,eight,CD,eight
12620,o,NN,o
12621,clock,NN,clock
12622,Caius,NP,Caius
12623,College,NP,College
12624,clock,NN,clock
12625,striking,JJ,striking
12626,eleven,NN,eleven
12627,o,NN,o
12628,clock,NN,clock
12629,Caius,NP,Caius
12630,College,NP,College
12631,clock,NN,clock
12632,striking,VVG,strike
12633,five,CD,five
12634,o,NN,o
12635,clock,NN,clock
12636,Caius,NP,Caius
12637,College,NP,College
12638,clock,NN,clock
12639,striking,VVG,strike
12640,four,CD,four
12641,o,NN,o
12642,clock,NN,clock
12643,Caius,NP,Caius
12644,College,NP,College
12645,clock,NN,clock
12646,striking,JJ,striking
12647,half,NN,half
12648,past,IN,past
12649,the,DT,the
12650,hour,NN,hour
12651,Caius,NP,Caius
12652,College,NP,College
12653,clock,NN,clock
12654,striking,VVG,strike
12655,nine,CD,nine
12656,o,NN,o
12657,clock,NN,clock
12658,Caius,NP,Caius
12659,College,NP,College
12660,clock,NN,clock
12661,striking,VVG,strike
12662,one,CD,one
12663,o,NN,o
12664,clock,NN,clock
12665,Caius,NP,Caius
12666,College,NP,College
12667,clock,NN,clock
12668,striking,JJ,striking
12669,quarter,NN,quarter
12670,past,IN,past
12671,the,DT,the
12672,hour,NN,hour
12673,Caius,NP,Caius
12674,College,NP,College
12675,clock,NN,clock
12676,striking,JJ,striking
12677,quarter,NN,quarter
12678,to,TO,to
12679,the,DT,the
12680,hour,NN,hour
12681,Caius,NP,Caius
12682,College,NP,College
12683,clock,NN,clock
12684,striking,VVG,strike
12685,seven,CD,seven
12686,o,NN,o
12687,clock,NN,clock
12688,Caius,NP,Caius
12689,College,NP,College
12690,clock,NN,clock
12691,striking,VVG,strike
12692,six,CD,six
12693,o,NN,o
12694,clock,NN,clock
12695,Caius,NP,Caius
12696,College,NP,College
12697,clock,NN,clock
12698,striking,VVG,strike
12699,ten,CD,ten
12700,o,NN,o
12701,clock,NN,clock
12702,Caius,NP,Caius
12703,College,NP,College
12704,clock,NN,clock
12705,striking,VVG,strike
12706,three,CD,three
12707,o,NN,o
12708,clock,NN,clock
12709,Caius,NP,Caius
12710,College,NP,College
12711,clock,NN,clock
12712,striking,JJ,striking
12713,twelve,NN,twelve
12714,o,NN,o
12715,clock,NN,clock
12716,Caius,NP,Caius
12717,College,NP,College
12718,clock,NN,clock
12719,striking,VVG,strike
12720,two,CD,two
12721,o,NN,o
12722,clock,NN,clock
12723,Calais,NP,Calais
12724,Market,NP,Market
12725,atmosphere,NN,atmosphere
12726,with,IN,with
